Группа;Место;Балл, %;Широта;Долгота;Координаты для карт;Ближайший пункт;Тип пункта;До пункта, км;От границы Ташкента, км;Район;Население гекса, чел;Рынков 3км;Супермаркетов 3км;Из них сетевых;Банков 3км;Радиус поиска ЖК, км;Новостроек рядом;Квартир в них;Ввод жилья в районе, тыс. м²/год;Объявлений аренды 2км;Дешевейшее, $/мес;Зона Uzum;Признаков в оценке;Ссылка на карту
до 30 км;19;84;41.432594;69.542843;41.432594, 69.542843;Вахид Хайдаров махалля;махалля;0.3;6.5;Город Чиpчик;5772;5;3;1;4;5.0;2;1599;40.8;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.432594,69.542843
до 30 км;29;81;41.149854;69.114925;41.149854, 69.114925;Машраб;село;0.5;7.9;Янгиюльский район;2303;0;0;0;0;5.0;2;829;129.6;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.149854,69.114925
до 30 км;39;79;41.461777;69.365311;41.461777, 69.365311;Гышткуприк;село;0.3;8.1;Ташкентский район;2850;0;0;0;0;5.0;0;0;270.6;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.461777,69.365311
до 30 км;13;86;41.461095;69.571592;41.461095, 69.571592;Мирзо Галиб махалля;махалля;0.2;10.0;Город Чиpчик;5606;6;3;2;17;5.0;2;1599;40.8;2;700;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.461095,69.571592
до 30 км;20;84;41.145194;69.087185;41.145194, 69.087185;Нау;село;0.3;10.1;Янгиюльский район;2626;0;0;0;0;5.0;3;909;129.6;1;300;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.145194,69.087185
до 30 км;4;91;41.478034;69.580118;41.478034, 69.580118;Бахор махалля;махалля;0.2;11.7;Город Чиpчик;18190;2;8;4;15;5.0;3;1995;40.8;3;700;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.478034,69.580118
до 30 км;28;81;41.109247;69.090179;41.109247, 69.090179;Ниязбаш;село;0.7;12.6;Янгиюльский район;2626;2;4;1;8;5.0;3;909;129.6;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.109247,69.090179
до 30 км;24;83;41.463685;69.611362;41.463685, 69.611362;Карабай;село;1.1;13.1;Бостанлыкский район;2282;1;4;2;14;5.0;3;1995;147.5;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.463685,69.611362
до 30 км;59;75;41.157616;69.059894;41.157616, 69.059894;Конкус;село;0.4;13.1;Янгиюльский район;1815;0;0;0;0;5.0;3;909;129.6;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.157616,69.059894
до 30 км;52;77;41.039806;69.340406;41.039806, 69.340406;Нурафшан (Тойтепа);город;1.5;13.6;Уртачирчикский район;1871;0;2;1;14;5.0;5;1946;134.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.039806,69.340406
до 30 км;32;80;41.088745;69.089637;41.088745, 69.089637;Ниязбаш;село;1.6;13.9;Янгиюльский район;2111;0;0;0;0;5.0;3;909;129.6;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.088745,69.089637
до 30 км;25;82;41.034304;69.359931;41.034304, 69.359931;Нурафшан (Тойтепа);город;1.0;14.2;Уртачирчикский район;2647;0;2;1;14;5.0;5;1946;134.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.034304,69.359931
до 30 км;18;84;41.10839;69.038905;41.108390, 69.038905;Тонг массив;махалля;0.1;15.7;Янгиюльский район;4351;3;6;2;11;5.0;3;909;129.6;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.108390,69.038905
до 30 км;23;83;41.02079;69.351637;41.020790, 69.351637;Чигирик;город;0.7;15.7;Уртачирчикский район;3239;0;2;1;12;5.0;5;1946;134.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.020790,69.351637
до 30 км;46;78;41.134083;69.035619;41.134083, 69.035619;Дангир;село;0.7;16.4;Янгиюльский район;2028;2;7;2;6;5.0;3;909;129.6;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.134083,69.035619
до 30 км;54;76;41.514832;69.621115;41.514832, 69.621115;Верхне-чирчикский район;махалля;0.3;17.0;Город Чиpчик;7842;1;2;2;0;5.0;2;444;40.8;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.514832,69.621115
до 30 км;17;85;40.991527;69.362544;40.991527, 69.362544;Микрорайон;махалля;0.2;18.9;Уртачирчикский район;6807;0;0;0;0;5.0;2;429;134.2;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.991527,69.362544
до 30 км;49;77;41.570059;69.758246;41.570059, 69.758246;Баррадж;посёлок;1.3;29.7;Бостанлыкский район;3344;1;1;1;6;5.0;1;767;147.5;1;1600;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.570059,69.758246
30–60 км;40;54;41.004116;68.933925;41.004116, 68.933925;Пахта;село;1.7;30.1;Чиназский район;1751;0;0;0;0;5.0;0;0;59.7;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.004116,68.933925
30–60 км;33;57;40.8913;69.33194;40.891300, 69.331940;Пскент;город;0.9;30.2;Пскентский район;2897;1;1;0;4;5.0;0;0;37.9;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.891300,69.331940
30–60 км;3;73;41.611828;69.728002;41.611828, 69.728002;Хандайлык;село;0.1;30.9;Бостанлыкский район;2007;0;0;0;0;5.0;1;200;147.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.611828,69.728002
30–60 км;13;64;40.91613;69.623615;40.916130, 69.623615;4-й микрорайон;махалля;0.4;30.9;Ахангаранский район;16463;0;2;0;5;5.0;0;0;55.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.916130,69.623615
30–60 км;38;55;41.604632;69.743645;41.604632, 69.743645;Хандайлык;село;1.5;31.2;Бостанлыкский район;1268;0;0;0;0;5.0;1;200;147.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.604632,69.743645
30–60 км;2;74;41.569345;69.790024;41.569345, 69.790024;Газалкент;город;1.8;31.9;Бостанлыкский район;2772;1;0;0;6;5.0;1;767;147.5;1;1600;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.569345,69.790024
30–60 км;14;64;40.913997;69.643199;40.913997, 69.643199;2-й микрорайон;махалля;0.4;31.9;Ахангаранский район;9090;0;2;0;6;5.0;0;0;55.2;1;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.913997,69.643199
30–60 км;24;59;40.893232;69.575644;40.893232, 69.575644;ДСК Микрорайон 7/1;махалля;0.3;31.9;Пскентский район;3338;0;0;0;0;5.0;0;0;37.9;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.893232,69.575644
30–60 км;45;50;40.926335;68.991026;40.926335, 68.991026;Гулистан;село;0.2;33.2;Куйичирчикский район;1476;0;0;0;0;5.0;0;0;63.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.926335,68.991026
30–60 км;56;46;40.947575;68.944374;40.947575, 68.944374;Янгихаёт;село;0.4;33.6;Куйичирчикский район;1343;0;0;0;0;5.0;0;0;63.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.947575,68.944374
30–60 км;54;47;41.007896;68.910403;41.007896, 68.910403;Навои;посёлок;0.2;33.8;Чиназский район;1472;0;0;0;0;5.0;0;0;59.7;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.007896,68.910403
30–60 км;20;60;41.587894;69.802668;41.587894, 69.802668;Чимбайлык;село;0.8;33.9;Бостанлыкский район;1301;0;0;0;0;5.0;1;767;147.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.587894,69.802668
30–60 км;29;58;40.884327;69.052828;40.884327, 69.052828;Аккурган;город;1.0;34.8;Аккурганский район;4103;2;0;0;2;5.0;0;0;40.3;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.884327,69.052828
30–60 км;48;50;40.84809;69.358112;40.848090, 69.358112;Саид;село;0.2;34.9;Пскентский район;1866;0;0;0;0;5.0;0;0;37.9;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.848090,69.358112
30–60 км;52;48;40.968917;68.889829;40.968917, 68.889829;Янги Ислохат;село;0.1;35.4;Чиназский район;1473;0;0;0;0;5.0;0;0;59.7;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.968917,68.889829
30–60 км;59;45;40.873821;69.068265;40.873821, 69.068265;Каянкулак;село;0.1;35.4;Аккурганский район;1571;2;0;0;2;5.0;0;0;40.3;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.873821,69.068265
30–60 км;50;49;40.876116;69.032981;40.876116, 69.032981;Курганча;село;0.4;36.3;Аккурганский район;1743;2;0;0;2;5.0;0;0;40.3;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.876116,69.032981
30–60 км;36;56;40.869027;69.048507;40.869027, 69.048507;Аккурган;город;1.1;36.5;Аккурганский район;2792;2;0;0;2;5.0;0;0;40.3;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.869027,69.048507
30–60 км;12;64;40.847834;69.621207;40.847834, 69.621207;Алтын махалля;махалля;0.5;37.9;Пскентский район;3984;3;4;1;10;5.0;0;0;37.9;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.847834,69.621207
30–60 км;22;59;40.836641;69.585473;40.836641, 69.585473;Дустлик махалля;махалля;0.5;38.2;Пскентский район;2111;3;3;1;10;5.0;0;0;37.9;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.836641,69.585473
30–60 км;35;56;40.822205;69.188564;40.822205, 69.188564;Бука;город;1.1;38.4;Букинский район;2528;1;0;0;6;5.0;0;0;39.6;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.822205,69.188564
30–60 км;43;51;40.869928;68.993559;40.869928, 68.993559;Чакмак;село;0.3;38.5;Куйичирчикский район;1549;0;0;0;0;5.0;0;0;63.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.869928,68.993559
30–60 км;8;67;40.836137;69.609015;40.836137, 69.609015;Юлдуз махалля;махалля;0.4;38.8;Пскентский район;11060;2;4;1;10;5.0;0;0;37.9;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.836137,69.609015
30–60 км;58;45;40.810243;69.282393;40.810243, 69.282393;Каракуйли;село;0.2;39.3;Букинский район;1602;0;0;0;0;5.0;0;0;39.6;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.810243,69.282393
30–60 км;39;54;40.805776;69.246951;40.805776, 69.246951;Ачмайли;село;0.4;39.9;Букинский район;2059;0;0;0;0;5.0;0;0;39.6;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.805776,69.246951
30–60 км;27;58;41.601553;69.87878;41.601553, 69.878780;Каранккуль;село;0.1;40.0;Бостанлыкский район;1524;0;0;0;0;5.0;0;0;147.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.601553,69.878780
30–60 км;49;49;40.964208;68.862195;40.964208, 68.862195;Алмазар;село;0.7;40.0;Чиназский район;3416;0;0;0;1;5.0;0;0;59.7;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.964208,68.862195
30–60 км;28;58;40.806913;69.184213;40.806913, 69.184213;Бука;город;1.7;40.2;Букинский район;4987;1;0;0;5;5.0;0;0;39.6;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.806913,69.184213
30–60 км;30;58;40.804571;69.219454;40.804571, 69.219454;Чигатай;село;1.6;40.2;Букинский район;2767;1;0;0;6;5.0;0;0;39.6;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.804571,69.219454
30–60 км;23;59;40.906695;69.815931;40.906695, 69.815931;Нурабад;город;0.8;41.2;Ахангаранский район;2251;0;0;0;0;5.0;0;0;55.2;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.906695,69.815931
30–60 км;21;59;40.855744;68.918626;40.855744, 68.918626;Дустабад (Солдатский);город;1.0;43.1;Куйичирчикский район;2917;1;0;0;3;5.0;0;0;63.5;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.855744,68.918626
30–60 км;57;46;40.811633;69.007808;40.811633, 69.007808;Зафар;село;0.4;43.7;Аккурганский район;1613;0;0;0;0;5.0;0;0;40.3;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.811633,69.007808
30–60 км;17;61;40.951358;68.806869;40.951358, 68.806869;Янги хаёт;село;0.2;43.9;Чиназский район;2189;0;0;0;0;5.0;0;0;59.7;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.951358,68.806869
30–60 км;47;50;40.957099;68.763749;40.957099, 68.763749;Гульзарабад;село;0.0;45.6;Чиназский район;1420;3;0;0;5;5.0;0;0;59.7;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.957099,68.763749
30–60 км;32;57;40.939688;68.786965;40.939688, 68.786965;Чиназ;город;2.0;45.9;Чиназский район;1815;3;0;0;5;5.0;0;0;59.7;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.939688,68.786965
30–60 км;46;50;41.622198;69.947261;41.622198, 69.947261;Чинаркент;село;0.2;46.1;Бостанлыкский район;837;3;5;3;0;5.0;2;937;147.5;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.622198,69.947261
30–60 км;53;47;40.971436;69.968012;40.971436, 69.968012;Увак;село;0.2;47.0;Ахангаранский район;1534;0;0;0;0;5.0;0;0;55.2;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.971436,69.968012
30–60 км;15;63;40.90719;68.790201;40.907190, 68.790201;Курганча;село;0.2;48.7;Куйичирчикский район;2116;0;0;0;0;5.0;0;0;63.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.907190,68.790201
30–60 км;41;54;40.769659;68.963642;40.769659, 68.963642;Хамзаабад;село;0.2;49.5;Аккурганский район;1976;0;0;0;0;5.0;0;0;40.3;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.769659,68.963642
30–60 км;1;79;41.669921;69.95719;41.669921, 69.957190;Хумсан;село;0.6;49.6;Бостанлыкский район;2001;0;0;0;0;5.0;3;1260;147.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.669921,69.957190
30–60 км;44;51;41.005644;70.036383;41.005644, 70.036383;Иккитал;село;0.3;50.0;Ахангаранский район;1862;1;1;0;2;5.0;0;0;55.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.005644,70.036383
30–60 км;34;57;40.918102;68.74329;40.918102, 68.743290;Янги Чиназ;село;2.5;50.1;Чиназский район;1784;3;0;0;5;5.0;0;0;59.7;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.918102,68.743290
30–60 км;60;44;41.56229;70.016367;41.562290, 70.016367;Чимган;город;0.3;50.1;Бостанлыкский район;1135;0;0;0;0;5.0;0;0;147.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.562290,70.016367
30–60 км;9;66;41.03077;70.057149;41.030770, 70.057149;Карабак;село;0.9;50.4;Ахангаранский район;4633;3;3;1;4;5.0;0;0;55.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.030770,70.057149
30–60 км;26;59;40.98193;70.027506;40.981930, 70.027506;Гульбог;село;0.3;50.6;Ахангаранский район;2111;0;0;0;0;5.0;0;0;55.2;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.981930,70.027506
30–60 км;51;48;40.854323;68.785148;40.854323, 68.785148;Гул;село;0.5;50.8;Куйичирчикский район;1430;0;0;0;0;5.0;0;0;63.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.854323,68.785148
30–60 км;19;60;41.120414;70.096497;41.120414, 70.096497;Янгиабад;город;0.2;51.0;Ахангаранский район;2298;0;0;0;0;5.0;0;0;55.2;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.120414,70.096497
30–60 км;11;65;41.054086;70.081798;41.054086, 70.081798;Янгиабад-2;район города;0.2;51.3;Ахангаранский район;3728;0;0;0;0;5.0;0;0;55.2;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.054086,70.081798
30–60 км;4;71;41.003441;70.055985;41.003441, 70.055985;квартал 5/5;махалля;0.0;51.6;Ахангаранский район;10623;3;4;1;9;5.0;0;0;55.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.003441,70.055985
30–60 км;6;69;41.024947;70.084485;41.024947, 70.084485;квартал 3/3;махалля;0.3;52.8;Ахангаранский район;10317;3;3;1;6;5.0;0;0;55.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.024947,70.084485
30–60 км;10;65;41.038411;70.092948;41.038411, 70.092948;14 квартал;махалля;0.7;52.8;Ахангаранский район;3640;2;3;1;4;5.0;0;0;55.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.038411,70.092948
30–60 км;37;56;40.976114;70.054822;40.976114, 70.054822;Аблык курган;село;0.4;52.9;Ахангаранский район;2688;0;1;0;3;5.0;0;0;55.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.976114,70.054822
30–60 км;5;71;41.002843;70.079594;41.002843, 70.079594;4 квартал;махалля;0.2;53.4;Ахангаранский район;10115;3;3;1;9;5.0;0;0;55.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.002843,70.079594
30–60 км;16;62;41.014094;70.107657;41.014094, 70.107657;квартал 2/5;махалля;0.3;55.0;Ахангаранский район;2366;2;2;1;6;5.0;0;0;55.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=41.014094,70.107657
30–60 км;55;47;40.988777;70.094743;40.988777, 70.094743;Хакерман;село;0.7;55.2;Ахангаранский район;1513;0;1;0;5;5.0;0;0;55.2;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.988777,70.094743
30–60 км;42;53;41.022127;70.127709;41.022127, 70.127709;квартал 2/5;махалля;2.2;56.2;Ахангаранский район;1799;0;0;0;0;5.0;0;0;55.2;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.022127,70.127709
30–60 км;31;57;40.995002;70.118644;40.995002, 70.118644;Грум;село;0.1;56.7;Ахангаранский район;2018;0;0;0;0;5.0;0;0;55.2;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=40.995002,70.118644
30–60 км;18;61;41.691547;70.053717;41.691547, 70.053717;Сиджак;село;0.2;57.6;Бостанлыкский район;1633;0;0;0;0;5.0;0;0;147.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.691547,70.053717
30–60 км;7;69;41.61707;70.086341;41.617070, 70.086341;Яккатут;село;0.1;58.3;Бостанлыкский район;1997;0;0;0;0;5.0;0;0;147.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.617070,70.086341
30–60 км;25;59;41.604792;70.097745;41.604792, 70.097745;Бричмулла;село;1.0;58.3;Бостанлыкский район;1544;0;0;0;0;5.0;0;0;147.5;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.604792,70.097745
более 60 км;2;42;41.018669;70.194546;41.018669, 70.194546;Джигиристан;село;0.1;61.6;Ахангаранский район;1346;0;0;0;0;5.0;0;0;55.2;0;;рекомендуемая;2 из 3;https://www.google.com/maps?q=41.018669,70.194546
более 60 км;1;63;40.252947;69.246622;40.252947, 69.246622;Янги хаёт;село;0.3;101.3;Бекабадский район;1445;1;2;2;0;5.0;1;960;25.1;0;;рекомендуемая;3 из 3;https://www.google.com/maps?q=40.252947,69.246622
